,Heating,Cooling,Parking,Bedrooms,Bathrooms,Total interior livable area,Elementary School Score,Middle School Score,High School Score,Flooring,Heating features,Cooling features,Appliances included,Laundry features,Parking features,Tax assessed value,Annual tax amount,Listed Price
20043,"Forced air, Gas",Central,"Garage, Garage - Attached",3,4.0,2071.0,7.0,4.0,8.0,Carpet,"Forced air, Gas",Central,"Dishwasher, Dryer, Microwave, Refrigerator, Washer",Upper Floor,"Garage, Garage - Attached",1599360.0,24941.0,1850000.0
20056,Central,Central Air,Garage - Attached,3,2.0,1886.0,2.0,2.0,2.0,Laminate,Central,Central Air,"Dishwasher, Gas & Electric Range, Tankless Water Heater","Laundry Room, Inside",Garage - Attached,433836.0,5543.0,1000000.0
20059,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered","Master Bedroom on Ground Floor, More than One Bedroom on Ground Floor",3.0,2418.0,9.0,8.0,8.0,"Hardwood, Carpet, Stone, Vinyl / Linoleum","Forced air, Gas",Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator","Tub / Sink, In Utility Room, Electricity Hookup (220V)","Garage, Garage - Attached, Covered",188175.0,2635.0,2700000.0
20060,Central,None,"Detached Carport, Driveway, Garage - Single Door",3,2.0,2583.0,5.0,6.0,8.0,"Wood, Tile",Central,None,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",In Kitchen,"Detached Carport, Driveway, Garage - Single Door",300745.0,3963.0,2148000.0
20061,Central Forced Air,"Ceiling Fan, Central AC","Garage, Garage - Attached, Off-street, Covered","Master Bedroom on Ground Floor, Walk-in Closet",3.0,2850.0,8.0,9.0,10.0,"Tile, Hardwood, Carpet","Forced air, Propane / Butane",Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator",Inside,"Garage, Garage - Attached, Off-street, Covered",1490864.0,17084.0,2380000.0
20071,"Gas, Heating - 2+ Zones","Multi-Zone, Central AC","Garage, Garage - Attached, Covered","Master Suite / Retreat, Walk-in Closet, Master Suite / Retreate - 2+",5.0,5088.0,9.0,8.0,7.0,"Marble, Wood, Carpet","Forced air, Gas",Central,"Freezer, Garbage disposal, Refrigerator","In Utility Room, Electricity Hookup (220V)","Garage, Garage - Attached, Covered",4197650.0,48803.0,6788000.0
20072,Central Forced Air - Gas,Other,"Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Bedroom on Ground Floor, Master Suite / Retreat, More than One Master Bedroom",3.0,2690.0,6.0,7.0,7.0,"Laminate, Carpet, Vinyl / Linoleum","Forced air, Other, Gas",Other,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Dryer, Washer, Inside, In Utility Room","Garage, Garage - Attached, Covered",647802.0,7128.0,2250000.0
20074,Forced Air,Central AC,"Garage, Garage - Attached, Covered","Ground Floor Bedroom, Walk-in Closet",3.0,2025.0,7.0,6.0,8.0,"Tile, Hardwood",Forced air,Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Trash compactor, Washer","Dryer, Washer, Upper Floor, Inside, In Utility Room","Garage, Garage - Attached, Covered",1109467.0,13507.0,1998000.0
20081,"Fireplace, Central Forced Air - Gas",Central AC,"Garage, Garage - Attached, Covered",Walk-in Closet,3.0,2500.0,8.0,7.0,8.0,"Tile, Hardwood, Other","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Trash compactor, Washer","In Garage, Washer / Dryer, Electricity Hookup (220V)","Garage, Garage - Attached, Covered",501224.0,7618.0,1788000.0
20084,Central Forced Air,Central AC,"Garage - Attached, Mixed, Off-street, Covered","Ground Floor Bedroom, Master Suite / Retreat, Walk-in Closet, More than One Master Bedroom",4.0,3800.0,8.0,6.0,8.0,"Tile, Laminate, Carpet","Baseboard, Forced air, Other, Wall, Electric, Gas",Central,"Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer","Upper Floor, Washer / Dryer, Inside, In Utility Room","Garage - Attached, Mixed, Off-street, Covered",656308.0,8087.0,2598000.0
20085,Central Forced Air - Gas,None,"Garage, Garage - Attached, On-street, Covered","Ground Floor Bedroom, Master Suite / Retreat",3.0,2022.0,6.0,8.0,9.0,"Tile, Hardwood","Forced air, Gas",None,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","In Garage, Washer / Dryer","Garage, Garage - Attached, On-street, Covered",952756.0,13532.0,1188888.0
20095,Forced Air,Electric,Detached Carport,3,2.0,1452.0,4.0,3.0,4.0,"Wood, Laminate",Forced Air,Electric,"Dishwasher, Disposal, Microwave, Washer, Dryer",Inside,Detached Carport,684477.0,8617.0,869000.0
20097,Forced Air,Ceiling Fan,"Garage, Garage - Attached, Covered",4,2.0,2056.0,9.0,6.0,8.0,Wood,"Forced air, Gas",Other,"Dishwasher, Dryer, Microwave, Refrigerator, Washer","In Garage, Dryer, Washer","Garage, Garage - Attached, Covered",976299.0,11670.0,2188000.0
20101,Central,Central Air,Driveway,3,3.0,1225.0,6.0,6.0,8.0,Wood,Central,Central Air,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Closet,Driveway,660653.0,7998.0,999000.0
20103,"Forced air, Gas, Solar",Central,"Garage, Garage - Detached, Covered",4,3.0,1930.0,4.0,4.0,3.0,"Tile, Carpet, Hardwood","Forced air, Gas, Solar",Central,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",In Unit,"Garage, Garage - Detached, Covered",920066.0,11945.0,1199000.0
20105,Central,Central Air,"Garage - Two Door, Garage",3,2.0,1733.0,3.0,2.0,2.0,Wood,Central,Central Air,"Dishwasher, Disposal, Refrigerator, Dryer","Inside, Stackable, Laundry Closet","Garage - Two Door, Garage",1143398.0,14079.0,1495000.0
20117,Floor Furnace,None,"Detached Carport, Garage Door Opener, Garage - Two Door",2,1.0,1283.0,2.0,2.0,2.0,"Carpet, Wood",Floor Furnace,None,Gas Oven,Inside,"Detached Carport, Garage Door Opener, Garage - Two Door",59581.0,915.0,785000.0
20122,Central,Central Air,"Driveway, Garage - Two Door",5,4.0,3151.0,9.0,7.0,8.0,"Bamboo, Carpet, Tile, Wood",Central,Central Air,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Laundry Room,"Driveway, Garage - Two Door",2747344.0,33371.0,3295000.0
20125,Central,Central Air,Driveway,4,4.0,2148.0,5.0,3.0,2.0,Wood,Central,Central Air,"Dishwasher, Refrigerator, Washer, Dryer","Stackable, Inside",Driveway,1030249.0,12684.0,1450000.0
20126,"Gas, Fireplace, Central Forced Air - Gas",Central AC,"Underground/Basement, Garage - Attached",Ground Floor Bedroom,3.0,3120.0,8.0,8.0,9.0,"Hardwood, Carpet, Other","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Refrigerator, Trash compactor, Washer","Washer, Washer / Dryer, Gas Hookup, Inside, In Utility Room, Electricity Hookup (220V), Electricity Hookup (110V)","Underground/Basement, Garage - Attached",935148.0,11978.0,3250000.0
20127,Central,Central Air,"Built-In Storage, Garage - Two Door, Direct Access, Garage Door Opener, Driveway, Concrete, Guest, Permit Required",3,3.0,3386.0,6.0,3.0,6.0,"Wood, Tile",Central,Central Air,"Dishwasher, Refrigerator, Water Purifier",Laundry Room,"Built-In Storage, Garage - Two Door, Direct Access, Garage Door Opener, Driveway, Concrete, Guest, Permit Required",1813244.0,22338.0,2249000.0
20142,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered",3,2.0,1742.0,5.0,3.0,4.0,"Tile, Hardwood, Carpet","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer","Washer / Dryer, In Utility Room","Garage, Garage - Attached, Covered",694418.0,9755.0,948000.0
20150,Forced Air,"Ceiling Fan(s), No Air Conditioning",Attached,3,2.0,1242.0,2.0,5.0,9.0,"Hardwood, Tile",Forced Air,"Ceiling Fan(s), No Air Conditioning","Gas Water Heater, Dishwasher, Disposal, Gas Range, Plumbed For Ice Maker, Refrigerator, Self Cleaning Oven","220 Volt Outlet, Hookups Only, In Garage",Attached,421592.0,6994.0,767000.0
20165,"Fireplace, Central Forced Air","Ceiling Fan, Window / Wall Unit","Garage, Garage - Attached, Covered",4,2.0,2215.0,8.0,5.0,6.0,"Tile, Laminate, Carpet","Forced air, Gas",None,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Washer / Dryer, Inside","Garage, Garage - Attached, Covered",246059.0,4388.0,1259000.0
20166,"Gas, Wall Furnace",Ceiling Fan,"Garage, Carport",2,1.0,810.0,3.0,2.0,3.0,Laminate,"Other, Gas",None,"Garbage disposal, Microwave, Range / Oven",Inside,"Garage, Carport",440000.0,5246.0,539500.0
20169,"Fireplace, Central Forced Air","Ceiling Fan, Central AC","Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Bedroom on Ground Floor, Walk-in Closet",2.0,1469.0,6.0,5.0,6.0,"Tile, Carpet",Forced air,Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator",Inside,"Garage, Garage - Attached, Covered",495427.0,6302.0,789000.0
20183,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Bedroom on Ground Floor, Master Suite / Retreat, More than One Bedroom on Ground Floor, Walk-in Closet",2.0,1702.0,8.0,8.0,7.0,"Tile, Hardwood","Forced air, Other, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","In Garage, Dryer, Washer","Garage, Garage - Attached, Covered",1691858.0,21177.0,2295000.0
20193,"Central, Natural Gas, Fireplace(s)","Central Air, Electric","Built-In Storage, Covered, Direct Access, Garage Door Opener, Driveway, Garage - Two Door, On Street, Private, Side By Side",3,3.0,1934.0,8.0,3.0,6.0,"Wood, Laminate","Central, Natural Gas, Fireplace(s)","Central Air, Electric","Dishwasher, Disposal, Microwave, Refrigerator, Gas Cooktop, Gas Oven, Washer, Dryer","Laundry Closet, Inside","Built-In Storage, Covered, Direct Access, Garage Door Opener, Driveway, Garage - Two Door, On Street, Private, Side By Side",731059.0,9094.0,1850000.0
20202,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached","Ground Floor Bedroom, Master Suite / Retreat, Walk-in Closet",3.0,2700.0,6.0,5.0,6.0,Hardwood,"Forced air, Gas",Central,"Dishwasher, Freezer, Range / Oven, Refrigerator","Upper Floor, Inside","Garage, Garage - Attached",1256803.0,13890.0,3188000.0
20207,Central,Central Air,Garage,3,2.0,1942.0,5.0,3.0,6.0,Wood,Central,Central Air,"Dishwasher, Refrigerator, Washer, Dryer",Inside,Garage,1623645.0,19727.0,1795000.0
20231,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered",3,3.0,3166.0,5.0,5.0,6.0,"Hardwood, Carpet","Forced air, Other, Gas",Central,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",In Utility Room,"Garage, Garage - Attached, Covered",1448081.0,18171.0,2395000.0
20235,"Heating - 2+ Zones, Central Forced Air","Multi-Zone, Central AC","Garage, Garage - Attached, Covered",Master Suite / Retreat,3.0,2853.0,8.0,8.0,8.0,"Wood, Carpet","Forced air, Gas",Central,"Dishwasher, Dryer, Microwave, Washer","Washer / Dryer, In Utility Room","Garage, Garage - Attached, Covered",759495.0,10972.0,1890000.0
20238,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Bedroom on Ground Floor, More than One Bedroom on Ground Floor",2.0,2147.0,4.0,5.0,5.0,"Tile, Hardwood, Carpet","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Refrigerator, Washer","Washer / Dryer, Inside","Garage, Garage - Attached, Covered",456267.0,5896.0,789000.0
20240,Wall Furnace,None,Driveway,3,2.0,1528.0,5.0,2.0,6.0,Wood,Wall Furnace,None,Refrigerator,In Kitchen,Driveway,251180.0,3169.0,1250000.0
20242,Central Forced Air,Ceiling Fan,"Garage, Garage - Attached, Covered",4,2.0,1480.0,7.0,6.0,6.0,"Tile, Carpet, Vinyl / Linoleum","Forced air, Gas, Wood / Pellet",None,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","In Garage, Washer / Dryer, Gas Hookup","Garage, Garage - Attached, Covered",391266.0,6144.0,1049000.0
20244,Central,Central Air,Driveway,3,3.0,1679.0,4.0,4.0,6.0,"Carpet, Wood, Tile",Central,Central Air,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer","Inside, Laundry Room",Driveway,917943.0,11192.0,1249000.0
20245,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered","Master Suite / Retreat, Walk-in Closet",2.0,1885.0,6.0,5.0,6.0,"Tile, Hardwood",Forced air,Central,"Dishwasher, Dryer, Freezer, Garbage disposal, Range / Oven, Refrigerator, Washer","In Garage, Tub / Sink","Garage, Garage - Attached, Covered",1477518.0,17650.0,1588000.0
20248,Central,Central Air,"Driveway, On Street",4,2.0,2144.0,9.0,7.0,6.0,Wood,Central,Central Air,"Barbecue, Dishwasher, Disposal, Refrigerator, Vented Exhaust Fan, Gas Cooktop, Microwave, Oven, Range, Range Hood, Washer, Dryer",Inside,"Driveway, On Street",1869290.0,22788.0,2249000.0
20251,"Gas, Forced Air, Central Forced Air",None,"Garage, Garage - Attached, Covered",4,2.0,1554.0,5.0,7.0,8.0,"Tile, Other","Forced air, Gas",None,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","In Garage, Washer / Dryer","Garage, Garage - Attached, Covered",92893.0,2554.0,950000.0
20259,Central Forced Air,Central AC,"Carport, Covered, Garage",5,4.0,2373.0,8.0,7.0,9.0,"Tile, Hardwood",Forced air,Central,"Dryer, Washer",Washer / Dryer,"Carport, Covered, Garage",4873909.0,58247.0,4995000.0
20263,"Central, Fireplace(s)",Central Air,"Driveway, Concrete, On Street, Auto Driveway Gate, Detached Carport",3,1.0,1145.0,7.0,5.0,3.0,"Carpet, Wood","Central, Fireplace(s)",Central Air,"Dishwasher, Disposal, Refrigerator, Built-In, Oven, Gas Oven, Dryer",Inside,"Driveway, Concrete, On Street, Auto Driveway Gate, Detached Carport",145812.0,2313.0,499900.0
20268,Wall Furnace,"Ceiling Fan(s), No Air Conditioning, Whole House Fan","Detached, RV/Boat Parking",5,1.0,1973.0,4.0,4.0,6.0,"Carpet, Linoleum, Wood",Wall Furnace,"Ceiling Fan(s), No Air Conditioning, Whole House Fan","Dishwasher, Electric Range, Oven","Hookups Only, Laundry Room","Detached, RV/Boat Parking",37773.0,426.0,315000.0
20269,Central,Central Air,Garage - Two Door,3,2.0,1699.0,4.0,4.0,6.0,Wood,Central,Central Air,"Dishwasher, Disposal, Microwave, Refrigerator, Gas Oven, Range, Washer, Dryer",Inside,Garage - Two Door,977640.0,12011.0,1249000.0
20278,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Suite / Retreat, Walk-in Closet",3.0,2905.0,8.0,8.0,9.0,"Tile, Carpet, Other, Vinyl / Linoleum","Forced air, Gas",Central,"Dishwasher, Garbage disposal, Microwave, Refrigerator, Trash compactor",Inside,"Garage, Garage - Attached, Covered",1094141.0,15774.0,1899765.0
20281,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered","Master Bedroom on Ground Floor, More than One Bedroom on Ground Floor, Walk-in Closet",4.0,3120.0,6.0,6.0,8.0,"Carpet, Hardwood","Forced air, Electric, Gas",Central,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Trash compactor, Washer","Upper Floor, Washer / Dryer, Electricity Hookup (220V)","Garage, Garage - Attached, Covered",2094790.0,24900.0,3495000.0
20289,Central,Central Air,"Garage, Garage - Detached, Covered",1,2.0,1250.0,7.0,3.0,5.0,"Tile, Laminate","Forced air, Electric",Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven","Inside Area, Stacked Only","Garage, Garage - Detached, Covered",141802.0,1616.0,625000.0
20293,Central,Central Air,Garage,4,4.0,2073.0,2.0,3.0,7.0,Wood,Central,Central Air,"6 Burner Stove, Dishwasher",Laundry Room,Garage,1300000.0,15920.0,1999000.0
20294,Central Forced Air - Gas,Central AC,"Underground/Basement, Garage - Attached, Covered",5,4.0,2614.0,9.0,8.0,9.0,"Tile, Hardwood","Forced air, Gas",Central,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",In Utility Room,"Underground/Basement, Garage - Attached, Covered",1773239.0,21492.0,2800000.0
20297,Central,"Dual, Central Air","Driveway, Garage - Two Door",4,5.0,3227.0,9.0,7.0,8.0,Wood,Central,"Dual, Central Air","Dishwasher, Disposal, Refrigerator, Microwave, Oven, Range Hood",Laundry Room,"Driveway, Garage - Two Door",520200.0,6063.0,2775000.0
20306,"Fireplace, Central Forced Air - Gas","Ceiling Fan, Central AC","Garage, Garage - Attached, Covered","Master Suite / Retreat, Walk-in Closet",3.0,2394.0,8.0,8.0,10.0,"Tile, Hardwood, Carpet","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Dryer, Washer, Inside","Garage, Garage - Attached, Covered",1528766.0,19188.0,2633888.0
20307,Central Forced Air - Gas,Central AC,"Garage, Garage - Detached, Covered","Ground Floor Bedroom, Walk-in Closet",3.0,1800.0,8.0,5.0,8.0,"Other, Carpet, Hardwood","Forced air, Gas","Central, Solar","Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer","Gas Hookup, Inside","Garage, Garage - Detached, Covered",286838.0,4437.0,1060000.0
20308,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered","Master Suite / Retreat, Walk-in Closet",3.0,2417.0,7.0,5.0,5.0,"Tile, Hardwood, Carpet","Forced air, Gas",Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator","Upper Floor, In Utility Room, Electricity Hookup (220V)","Garage, Garage - Attached, Covered",844804.0,10808.0,878000.0
20312,Central Forced Air,"Multi-Zone, Central AC","Garage, Garage - Attached, Covered","Master Suite / Retreat, Walk-in Closet",3.0,2028.0,7.0,5.0,5.0,"Hardwood, Carpet","None, Forced air",Central,"Dishwasher, Dryer, Garbage disposal, Refrigerator, Washer","Upper Floor, Washer / Dryer, Inside, In Utility Room","Garage, Garage - Attached, Covered",678110.0,8612.0,699888.0
20316,Central Forced Air - Gas,None,"Garage, Garage - Attached, Covered",4,3.0,2853.0,8.0,7.0,7.0,"Tile, Hardwood","Forced air, Gas",None,"Dishwasher, Garbage disposal, Microwave, Refrigerator",Gas Hookup,"Garage, Garage - Attached, Covered",196793.0,3085.0,2395000.0
20336,Central,Central Air,None,4,4.0,3548.0,6.0,3.0,6.0,"Wood, Tile",Central,Central Air,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",Laundry Room,None,2505828.0,30490.0,2299000.0
20341,"Wall Furnace, Central Forced Air",None,"Garage, Garage - Attached, On-street, Covered",Ground Floor Bedroom,3.0,3200.0,8.0,8.0,8.0,"Tile, Carpet","Forced air, Other, Gas",None,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Tub / Sink, Washer / Dryer, In Utility Room","Garage, Garage - Attached, On-street, Covered",745020.0,8594.0,1595000.0
20355,"Forced air, Gas",None,"Garage, Garage - Detached, Off-street",4,2.0,1490.0,4.0,6.0,8.0,Hardwood,"Forced air, Gas",None,"Dryer, Washer",In Unit,"Garage, Garage - Detached, Off-street",124437.0,2840.0,1295000.0
20365,Central Forced Air,Central AC,"Carport, Garage - Attached, Mixed, Covered","Ground Floor Bedroom, Master Suite / Retreat, More than One Master Bedroom",3.0,3263.0,3.0,5.0,7.0,"Hardwood, Carpet","Forced air, Gas",Other,"Dishwasher, Garbage disposal, Microwave, Trash compactor","Inside, In Utility Room","Carport, Garage - Attached, Mixed, Covered",1330779.0,14971.0,1249000.0
20370,Central Forced Air,None,"Garage, Garage - Attached",Walk-in Closet,3.0,2630.0,6.0,6.0,8.0,"Hardwood, Other",Forced air,None,"Dryer, Range / Oven, Refrigerator, Washer",Washer / Dryer,"Garage, Garage - Attached",1166670.0,14563.0,2588000.0
20381,Central,Central Air,"Garage, Garage - Attached, Garage - Detached, Covered",5,3.0,4475.0,6.0,8.0,9.0,"Wood, Carpet, Tile","Forced air, Electric",Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator","Sink, cabinets, Inside Room","Garage, Garage - Attached, Garage - Detached, Covered",775250.0,8265.0,1499000.0
